variables
HINSTRI
HINSTRI2
HINSVA
HINSVA2
HISP1910
HISP1970
HISPAN
HISPRULE
HISTID
HISTIDHEAD
HIUFPGBASE
HIUFPGINC
HIUHHSPOV
HIUID
HIUNPERS
HIUPOVUNIV
HIURULE
HOMECITY
HOMECNTY
HOMELAND
HOMEMCD
HOMEMKR
HOMESTAT
HOTWATER
HOTWTRPR
HOUSENUMSTR
HOUSQUAL
HRSWORK1
HRSWORK2
HWSEI
IDIOTIC
IDIOTICSTR
IHOME
IMAGEFILE
IMPREL
INAME
INCBUS
INCBUS00
INCBUSFM
INCEARN
INCFARM
INCINVST
INCNONWG
INCORP
INCOTHER
INCRETIR
INCSS
INCSTR
INCSUPP
INCTOT
INCWAGE
INCWELFR
IND
IND1930
IND1950
IND1990
IND5YR
INDNAICS
INDSTR
INSANE
INSANESTR
INSINCL
ITAX
KITCHEN
KITCHENORIG
KITPIPPR
LABFORCE
LANDOWN
LANDRENT
LANDRNPR
LANGUAGE
LINE
LINGISOL
LINK1850
LINK1860
LINK1870
LINK1880
LINK1900
LINK1910
LINK1920
LINK1930
LINK1940
LIT
LITSTR
LMA
LNKLIFEM
LOOKING
LUNCHSUB
MAIMED
MAIMEDSTR
MARINYRSTR
MARMONTH
MARMOSTR
MARRINYR
MARRNO
MARRQTR
MARST
MARSTSTR
MBPL
MBPLSTR
MCD
MCDPOP
MCDSTR
MCIT5STR
MCNY5STR
MDSTATUS
MEDICAREB
MET2003
MET2013
MET2013ERR
MET2023
MET2023ERR
METAREA
METDIST
METPOP00
METPOP10
METRO
MICROSEQ
MIGCITY1
MIGCITY5
MIGCOGRP
MIGCOUNTY
MIGCOUNTY1
MIGCOUNTY5
MIGCZ5
MIGDIST1
MIGDIST5
MIGFARM1
MIGFARM5
MIGLMA5
MIGMET1
MIGMET131
MIGMET135
MIGMET13ERR
MIGMET5
MIGPLAC1
MIGPLAC5
MIGPUMA
MIGPUMA1
MIGPUMAS
MIGPUMS1
MIGRATE1
MIGRATE5
MIGSAMP
MIGSEA1
MIGSEA5
MIGTYP00
MIGTYP5E
MIGTYPE1
MIGTYPE5
MILIT5YR
MMTONGUE
MOAK
MOBLHOM2
MOBLHOME
MOBLOAN
MOM2RULE
MOMFORBRNSTR
MOMLKREA
MOMLNKWT
MOMLOC
MOMLOC2
MOMNO
MOMRULE
MOMRULE_HIST
MOOP
MORTAMT1
MORTAMT2
MORTGAG2
MORTGAGE
MORTOTAL
MOUNEAK
MOUNEMP
MOUNEMPSTR
MOVEDIN
MOVEDINORIG
MST5STR
MTONGSTR
MTONGUE
MTRIBE
MULTGEN
MULTYEAR
N12ROOMS
N17HWFAM
N5OFFPR
NAGRIC
NAMEFRST
NAMELAST
NATIVITY
NATIVPR
NAUTO
NBLACK
NBLUE
NBUILT39
NBUILT60
NCHBORN
NCHILD
NCHLT5
NCOLL
NCOLL4
NCOUPLES
NDIFCNTY
NDILAPPR
NEDUC12
NEDUC7
NEDUCMED
NENGPOP
NFAMFEMH
NFAMPOV
NFAMS
NFATHERS
NFINC15
NFINC1PR
NFINC5
NFINC6PR
NFOREIGN
NGINI
NHEAT
NILLITPR
NLFPF
NLFPM
NMEDINC
NMOTHERS
NNOSCHL
NNOWORK
NOCCNOPL
NOCCPLUM
NOCCUP
NOWNEROC
NPBOSS50
NPBOSS90
NPOP1621
NPOP17
NPOP65
NPOPGQ
NPOPHH
NPOPIND
NPOPPOV
NPROFMGR
NRATIO25
NRATIO35
NRENT150
NRENT40
NRENT60
NRN100PR
NRN20PR
NRN40PR
NSAMHOUS
NSEPDIV
NSERIAL
NSIBS
NSPANISH
NSUBFAM
NTOTROOM
NUMHH
NUMHHTAK
NUMPERHH
NUMPREC
NUNEMP
NUNITS1
NUNITS5
NVACANT
NVACRENT
NVAL15PR
NVAL2PR
NVALUE10
NVALUE25
OCC
OCC0050
OCC1930
OCC1950
OCC1990
OCC2010
OCC5YR
OCC5YR95
OCCDUPE
OCCHISCO
OCCSCORE
OCCSOC
OCCSTR
OFFICEPR
OFFPOV
OLDPPROP
OLDRPROP
OTHURBYN
OWNCOST
OWNERSHP
OWNLAND
PAGENO
PAUPER
PCTMETRO
PERNUM
PERNUM80
PERSPROP
PERWT
PFARMSCH
PHONE
PHONEORIG
PIPLOCPR
PLACENHG
PLUMBING
POLYGMY
POLYSIS
POP2RULE
POPFORBRNSTR
POPLOC
POPLOC2
POPRULE
POPRULE_HIST
POSTOFFSTR
POVERTY
PPROPSTR
PRCITYCO
PRCOUNTA
PRCOUNTY
PRDATANU
PREDAI
PREDAPI
PREDBLK
PREDHISP
PREDWHT
PRENT
PRESGL
PRICOPAR
PRLIT
PROBAI
PROBAPI
PROBBLK
PROBOTH
PROBWHT
PROPINSR
PROPTX99
PROPTXIN
PRTITLE
PRTWNSHP
PUBHOUS
PUMA
PUMAAREA
PUMALAND
PUMAMINI
PUMASUPR
PUMATY00
PUMATYPE
PWCITY
PWCNTYGP
PWCOUNTY
PWCZ
PWLMA
PWMET13
PWMET13ERR
PWMET98
PWMET98E
PWMETRO
PWPUMA
PWPUMA00
PWPUMAS
PWSIZE
PWSTATE1
PWSTATE2
PWTYPE
PWTYPE00
PWURBTYP
RACAMIND
RACASIAN
RACBLK
RACE
RACESING
RACESTR
RACHSING
RACNUM
RACOTHER
RACPACIS
RACWHT
RADIO
RADIO30
RCLASSWK
RCVDAY
RCVMO
REALPROP
RECTYPE
REEL
REGION
RELATE
RELSTR
RENT
RENT30
RENTGRS
RENTMEAL
RENTSUB
REPWT
REPWTP
RESPMODE
RESPOND
RESPONDT
RIDERS
RIND
ROCC
ROOMS
ROOMSORIG
RPROPSTR
RURALYN
RWATPR
SAMEMET1
SAMEMET5
SAMEPLAC
SAMESEA1
SAMESEA5
SAMP1900
SAMP1910
SAMP1960
SAMPLE
SAMPRULE
SCHLMNTH
SCHLTYPE
SCHLVOC
SCHOOL
SCHOOLSTR
SEA
SECHOME
SECRES
SECRESMO
SECRESRE
SEI
SELFWTHH
SELFWTSL
SERIAL
SEWAGE
SEX
SEXSTR
SFRELATE
SFTYPE
SHOWER
SICKNESS
SICKSTR
SINK
SIZEPL
SLAVEHH
SLAVEHOLDINGS
SLAVENUM
SLAVEOWN
SLPERNUM
SLREC
SLWT
SOLAR
SOLDWSEQ
SOLHHSEQ
SOLRULE
SOLTOTDW
SOLTOTHH
SOLTOTI
SPAN95
SPANNAME
SPEAKENG
SPEAKHAW
SPEAKSPA
SPLIT
SPLITHID
SPLITNUM
SPLOC
SPMCAPHOUS
SPMCAPXPNS
SPMCHXPNS
SPMCOHABIT
SPMEITC
SPMEQSCALE
SPMFAMUNIT
SPMFEDTAXAC
SPMFEDTAXBC
SPMFICA
SPMFTOTVAL
SPMGEOADJ
SPMHEAT
SPMLUNCH
SPMMEDXPNS
SPMMORT
SPMNADULTS
SPMNCHILD
SPMNPERS
SPMPOV
SPMPREMIUM
SPMSNAP
SPMSTTAX
SPMTHRESH
SPMTOTRES
SPMUICHILD
SPMWIC
SPMWKXPNS
SPRULE
SPRULE_HIST
SSENROLL
SSMC
STATEFIP
STATEICP
STATESTR
STDCITY
STDCNTY
STDED
STDMCD
STDTRACT
STDWARD
STEPMOM
STEPPOP
STORIES
STOVE
STRATA
STREET
SUBFAM
SUBS4050
SUBSAMP
SUPDIST
SURSIM
TAXID
TAXINCL
TOILET
TOILET2
TRANTIME
TRANWORK
TRIBE
TRUCKS
TV
UCLASSWK
UHF
UHRSWORK
UIND
UINDSTR
UNITSADD
UNITSSTR
UOCC
UOCC95
UOCCSTR
URBAN
URBAREA
URBFRYN
URBPOP
URBRURAL
URBSIZE
URBTYPE
USACTIV
USADURR
USARESID
USAYRRET
UTP
VACANCY
VACBOARD
VACDUR
VACELSE
VACOTH
VALUEH
VEHICLES
VERIFY
VERSIONHIK
VERSIONHIST
VET01LTR
VET1930
VET1940
VET47X50
VET55X64
VET75X80
VET75X90
VET80X90
VET90X01
VET90X95
VET95X00
VETCHILD
VETCIVWR
VETDISAB
VETKOREA
VETOTHER
VETPER
VETSTAT
VETVIETN
VETWWI
VETWWII
VETYRS
VOCSCTYP
VOCTRAIN
VOCTRTYP
VOTE
VOTESTR
WARD
WARDSTR
WASHER
WATERSRC
WIDINYR
WIDOW
WIFENO
WIFLKREA
WIFLNKWT
WKSUNEMP
WKSWORK1
WKSWORK2
WORK5YR
WORKEDYR
WRKLSTWK
WRKRECAL
XGPS
YEAR
YGPS
YNGCH
YRAK
YRIMMIG
YRIMMIHI
YRIMMIPR
YRLASTWK
YRMARR
YRNATUR
YRSHI
YRSPR
YRSPR2
YRSUSA1
YRSUSA2
